Gene	CRH9EOS_d0	CRH9EOS_d1	CRH9EOS_d2	CRH9EOS_d3	CRH9EOS_d7	CRH9EOS_d10	CRH9EOS_d20+E	CRH9EOS_d20+X	ctrl	HNES1_d0	HNES1_d1	HNES1_d2	HNES1_d3	HNES1_d7	HNES1_d10	HNES1_d20+E	HNES1_d20+X
PHLDB1	1.305742996	1.653482435	1.708936661	1.742955984	1.830086316	1.977213891	2.178239341	2.163882609	2.13419785	1.455522645	1.913673814	1.871876986	1.883944093	1.879343339	2.055482838	2.183071055	2.082294365
MARCO	0.038211183	0.018074449	0	0.035776688	0	0	0	0	0	0.023829369	0	0	0	0.018999877	0.017240039	0.019508104	0.022133076
CYP24A1	0	0.018574498	0.058166776	0.160924237	0.094636924	0.047153103	0.010559165	0.086397179	0.021775707	0	0.034480055	0.129602317	0.055998308	0.134769508	0.029104518	0.047386557	0.087166418
PRDM11	0.750667123	0.54807885	0.576969117	0.653164793	0.765675187	0.791188725	0.697114013	0.643348926	0.659739816	0.69169402	0.470006447	0.576483817	0.656347517	0.850545167	0.837706743	0.682388664	0.885993206
SYT13	0.415231314	0.630479134	1.296515954	1.653956021	1.685439571	2.100486732	2.73903032	2.383729673	2.946166526	0.871101193	1.511556738	2.306091977	2.419751639	1.888117275	2.25538798	3.147584912	2.404157249
SNAI2	0.018259677	0.032715357	0.035538776	0.243560275	0.160163188	0.245558838	0.262457118	0.16506999	0.512891367	0.021121626	0.039150874	0.039059502	0.057782607	0.04811502	0.142815492	0.426572014	0.235758915
CD74	0.989877568	0.801780628	0.804118746	0.879527781	2.095094604	2.706767317	3.524074927	2.955115068	3.935730616	1.110946949	0.888435514	0.90722956	0.851862813	2.006067257	2.549915791	3.380343579	2.790126504
HGF	0.014260033	0.008379105	0.022176207	0.008331399	0.004070361	0.049113179	0.06275386	0.074642421	0.0682073	0	0.005451228	0.031591088	0.004927918	0.017629467	0.028185219	0.075001348	0.083511657
ZRANB1	3.020886864	3.175913915	3.174523661	3.206276273	3.251248234	3.208833835	3.171317523	3.139645269	3.154006375	2.764347877	2.802336336	2.778588277	2.766193778	2.887795642	3.024561234	3.265503605	3.256153351
NCDN	3.259385117	3.152577069	3.115933191	3.209490536	3.056326067	3.26156387	3.176495776	3.507360341	3.03292886	3.212732845	3.092201142	2.961758812	2.937883657	3.106056905	3.101457694	2.915797751	3.424900162
ADGRA2	0.825720381	1.793091293	2.481485983	2.47882193	2.158252702	1.732402546	1.080364837	1.547715747	0.606437847	0.810285142	2.339635329	2.683618034	2.63958058	2.526084846	2.321281354	1.296801347	1.853553344
ZFP64	2.272907432	2.447937192	2.098479452	1.920094656	1.55088246	1.436138863	2.059697684	2.071734105	2.451833135	2.629557103	2.455691689	2.444240336	2.353773179	1.730385735	1.647243792	2.332355565	1.941486338
MNAT1	3.116178865	3.289440872	3.507692449	3.699322961	3.826836488	3.741650295	3.883167517	3.818004899	3.914568389	3.524047433	3.706974643	3.752146362	3.809867063	3.674152754	3.805322066	3.859470211	3.811164655
SAMD4A	0.268400161	0.426865515	0.793622776	1.505860876	2.716582541	2.268993985	2.002727724	1.719254084	2.126149909	0.215642926	0.308115886	0.487297583	0.671427671	2.734754793	2.862967348	1.908998429	2.295993957
RUNX3	0.055344618	0.291487528	0.311699519	0.486824429	0.391363247	0.292740781	0.400494543	0.373137406	0.125342957	0.132412455	0.276179927	0.381805727	0.760009047	0.405431064	0.375125996	0.648079508	0.319384286
MRE11	3.016808646	2.899016942	2.889539049	2.98209421	3.250359053	3.271618979	3.317873095	3.091359828	3.208962733	3.173194556	2.993038131	3.126711965	3.176200581	3.246432842	3.434949179	3.631691207	3.327705871
PLEKHB1	0.845116753	0.383970326	0.195169252	0.312474787	0.362485892	0.62976498	1.161408249	1.213528194	1.122498859	1.275854419	0.367578199	0.437708914	0.491218812	0.4050448	0.747375942	1.106862767	0.931060156
SERPINB1	2.847144977	2.419722234	1.818114116	1.813038919	1.959705998	1.888208312	2.07964611	1.817833278	2.821041719	2.640698001	2.410345611	2.353817257	2.431654858	2.260060469	1.74935951	1.907663828	1.207295032
CYP3A43	0.01584613	0	0.044509062	0.042689891	0.015753058	0.070040055	0.081125416	0.0994498	0.1124509	0.034849562	0	0.067985082	0.01668296	0	0.032671745	0.072992094	0.092829465
SLC7A9	0.079744221	0	0.04386986	0.028837349	0.030293851	0.015101056	0.05031877	0.031501789	0.08339166	0.036007039	0.053338869	0.05058598	0	0.043377936	0.07607145	0.030826029	0.105204031
SPAST	3.399315531	3.441452007	3.622891125	3.658255596	3.607048511	3.636700082	3.554779365	3.760918701	3.409978769	3.518619801	3.539801774	3.637544682	3.704225435	3.544259623	3.570766719	3.397259545	3.792399578
NRXN3	0.41913597	0.372445872	0.293189005	0.283638688	0.302623372	0.325469284	0.365091489	0.350145459	0.415276199	0.326236627	0.367420483	0.443728835	0.501024208	0.494664572	0.473119592	0.531015732	0.555181849
OSBPL5	1.205059085	1.168485565	1.033378637	1.227937448	1.308316198	1.239089848	1.49564752	1.348613198	1.588761361	1.28833447	1.164337029	1.546123477	1.379818462	1.117632498	1.251496098	1.315214808	0.974022149
AQR	4.035662326	4.324916366	4.520761857	4.529942923	4.360719062	4.291985318	4.098900479	4.045059006	4.003525621	3.746848477	4.036593344	4.160401108	4.224802476	4.196460453	4.225913437	4.200209155	4.089537329
CPS1	1.042920439	0.608619819	0.671091979	0.803321296	0.660644801	0.893956689	1.463116235	2.445704779	1.587575087	0.233179915	0.147045485	0.122007959	0.138428472	0.202771094	0.465279583	0.921962008	1.476024887
C8B	0	0	0	0	0	0	0.015799596	0	0	0	0	0	0	0	0	0	0.015147657
FHL1	0.418839482	0.511166777	1.096576705	1.553891814	2.624603976	3.329048098	3.959441242	3.86586304	2.871986376	0.378344755	0.427992904	0.924914168	1.251168447	2.287256209	2.534005837	3.281533873	3.11630095
RTFDC1	3.638019235	3.584273973	3.599239011	3.648981772	3.50507633	3.309447789	3.442201818	3.59022632	3.560387078	3.917922269	3.771965988	3.713355345	3.718645444	3.739270443	3.664335814	3.667139181	3.50553381
GABRA1	0	0	0.022936618	0.021259198	0.049612113	0.059111918	0.224903824	0.064730315	0.068508962	0	0	0.006922955	0	0.00521343	0.016819253	0.089985243	0.034076669
NLRP2	8.457702182	8.80963678	8.713667567	8.652322937	7.627770093	6.806733254	5.694889915	6.088712396	4.682366601	8.208543207	8.376086828	8.259398106	8.225978638	7.735568444	6.460694369	4.596500906	3.825010806
SLC45A4	2.538281284	3.62657879	3.416047138	2.929472583	2.653088701	2.691341957	2.690091612	2.714589959	2.534245159	2.140057417	3.455485257	3.454343828	3.265150276	2.775333038	2.602379064	2.352943751	2.566512328
RNF10	4.683885346	4.575923801	4.631782402	4.804741714	4.651485521	4.655330191	4.860300017	4.802770053	4.814625058	4.643092812	4.623497879	4.66066941	4.767316495	4.771760475	4.62897202	4.858102632	4.778127833
ZNF839	1.600478313	1.471623765	1.475249306	1.682794438	1.836377898	1.771507656	1.612348479	2.071774514	1.630353205	1.778355248	1.686599495	1.694350863	1.750504612	1.689666288	1.618109134	1.157585241	1.719803474
ZDHHC6	3.391992161	3.251402425	3.299683293	3.159947054	3.022512497	3.178043544	3.215876506	3.314689619	2.952661011	3.202825675	2.845288289	2.668430041	2.580679668	2.807115073	2.817279921	2.859954176	3.337754907
GRAMD1B	0.111207506	0.262489812	0.476555274	0.616145987	1.030888448	1.176536718	1.776940105	1.526089896	1.838818232	0.117688852	0.223630344	0.203549618	0.251659431	0.809422008	1.177184657	1.788247314	1.330330016
RNH1	3.940093341	3.777918794	3.548333986	3.531998011	3.100208537	3.087952762	2.884680293	3.290382532	2.974579569	3.839298495	3.492384209	3.392297787	3.437155752	3.149508186	3.030904376	2.560257	2.779127835
NDUFS1	4.201330722	4.276058355	4.167894431	4.113911967	4.001168776	3.972811941	3.732590537	3.945203453	3.711980408	4.457311921	4.414647293	4.205348652	4.051023394	4.040398206	3.96596612	3.61762607	3.910691795
RB1CC1	4.839474481	4.743736534	4.869152812	4.80349167	4.835063553	4.746966267	5.122896101	4.835863856	5.055010057	4.83312473	4.844703227	4.981830118	4.922939697	4.854822049	4.9378626	5.100890897	5.154378509
ERP44	3.590866773	3.347262115	3.534671501	3.362976632	3.548496758	3.515547186	3.519275039	3.366567304	3.562401706	3.22443746	3.224466236	3.34026901	3.517113121	3.373852387	3.477091716	3.504580673	3.539045418
ALAS1	4.266295451	4.211266442	4.277191077	4.311643382	4.269728761	4.152771906	4.248486287	4.268037333	4.09684735	4.34964336	4.225862436	4.020950096	3.916044727	4.299859533	4.16242106	3.851417807	4.151853427
BIRC3	0.028145908	0.02974352	0.06139971	0.040236977	0.020883992	0.019333057	0.028738971	0.019844463	0.056541644	0.035956436	0.078654753	0.153743995	0.189333441	0.050181351	0.089447987	0.069751019	0.04102861
AKAP11	2.414086109	2.460346443	2.57311698	2.650367059	2.729294692	2.973839085	3.116537696	3.180742173	3.202930228	2.775722519	2.815849723	2.902842397	2.935166874	2.505678976	2.86318764	3.051989577	3.337431911
GLRX2	1.41233419	0.87486344	1.06479533	1.247552003	2.123783649	1.787003872	2.093481284	2.208919625	1.864761869	1.165436657	0.951780293	0.978440088	0.973062304	1.966552512	1.902016711	1.802807068	2.057526606
SNAPC1	2.379033521	2.440669139	2.866646176	3.101679871	3.450563822	3.509964842	3.652421604	3.292018454	4.254125835	2.57353867	2.828800248	3.02584659	3.38918377	3.087434631	3.251681915	3.57645989	2.927656658
DERA	4.01154056	3.297548756	2.617150794	2.388261261	2.529402471	2.212404217	2.781584197	2.987808881	3.150256589	4.575651963	3.719955381	3.478999525	3.164733857	2.981447735	2.846929759	2.80007128	2.930488611
STRAP	6.348375767	6.112600982	6.163556619	6.193799654	6.225604094	6.282784479	6.401715449	6.522061491	6.350118096	6.402991185	6.240049377	6.12923471	6.180897164	6.364354171	6.371491542	6.769604697	6.938337732
ABCC2	1.382199918	1.050756694	0.576133778	0.327602516	0.375641978	0.340233416	0.165172834	0.277714858	0.181066236	0.967882801	0.532150376	0.397950911	0.264113984	0.330420688	0.372481598	0.220099018	0.268306824
DEF6	1.959710502	1.824863383	2.025281532	2.255173242	2.048880639	1.74501158	2.329828781	2.043546503	2.819476195	1.753656889	2.242922293	2.675883229	2.78650343	2.212137541	2.048864039	2.528045233	1.66786472
PLEKHO1	0.871457139	1.029331486	1.215769659	1.485290662	2.402798238	2.35188566	2.66739814	2.924469735	2.572589365	0.862358147	0.845174851	0.595293634	0.621657787	1.88268791	2.200544116	1.8009571	2.26237085
GCLM	2.073613652	1.919074015	1.974236572	1.8913661	1.875131253	1.818199318	1.7983437	1.670446848	1.715070711	1.722377234	1.739458859	1.833058093	1.907129407	1.81951753	1.869614564	1.541683262	1.801974978
UBR2	3.654412317	3.645277716	3.721860227	3.498620445	3.545922488	3.424746067	3.433078711	3.490131461	3.480481878	3.609801905	3.665971147	3.764135988	3.80952919	3.348696584	3.389958658	3.578507935	3.430287092
EHD2	0.807119014	0.767886993	1.503583328	2.025890213	2.013175763	1.899238571	1.750132659	1.808492383	1.539075098	0.427452669	0.667818076	0.889881068	1.46025805	1.591946043	1.473467567	1.38974248	1.616221912
DEPDC1	2.770636292	2.962853133	3.287978688	3.312403384	3.465208559	3.383067878	3.646236745	3.357835415	4.04969608	2.811926138	3.188309626	3.451292357	3.560496837	3.31100315	3.60685812	3.657069804	3.759120113
CCDC28A	2.64514166	2.641557862	2.903772742	2.980107546	2.887806895	2.685677078	2.841101586	2.855098262	3.2328022	2.393813416	2.548373163	2.568900111	2.727863259	2.811899463	2.860978645	2.933267016	2.459420137
RRAGD	0.659097709	0.456893612	1.249527572	1.584681849	2.449626609	2.690091857	3.087666118	2.396916307	3.035275074	0.934231185	1.00031395	1.401947876	1.314339393	1.523229286	2.497754553	3.24916169	2.358836137
HSF2	2.357206916	2.104963681	2.164599418	2.095423268	2.5114497	2.519467234	3.080689961	2.884689553	3.431836123	2.153739292	1.984131994	1.824595126	1.803001838	2.059090242	2.665795517	3.121737422	2.644550019
PHF20	3.09262264	3.02499882	3.190541717	3.482535474	3.582046029	3.658649459	3.957366796	3.686167867	3.982458462	3.196925567	3.125758486	3.664782124	4.058257741	3.596412254	3.700851241	4.165593378	3.64627819
HSD17B6	2.753671684	2.579946484	2.097301788	1.788990813	1.128408213	1.16635852	1.211208391	0.828412374	1.049885447	3.071537512	2.914792113	2.635742076	2.41952	1.465737998	0.907280662	1.080724867	0.900010525
NR1H3	1.417396065	1.193334113	1.135258715	1.298662816	1.57939289	1.586562525	1.847421848	1.831500365	2.069221944	1.73594304	1.720364795	1.760482799	1.849904353	1.768096363	1.860393604	1.928942746	1.846575257
TYMP	1.177888163	1.065028017	1.211482408	0.864602161	0.676618873	0.666558699	0.339269097	0.723605338	0.637163283	1.352812066	1.236878752	1.370267634	0.787015956	0.826452747	0.801662662	0.464333544	0.557873858
NCAPH2	4.597976748	4.571976032	4.41514714	4.31860778	4.129180354	3.93174796	3.849257648	4.098609242	3.925299078	4.608872525	4.473089881	4.204133863	4.021725508	4.082650478	4.005538145	3.919170032	3.969642373
TOMM34	3.877154295	3.604822612	3.404178213	3.240061351	3.813007065	3.997560709	4.28493045	4.406867062	4.491814576	3.711217049	3.516575241	3.465960061	3.475480208	3.769301339	4.103255863	4.131623291	4.050981977
SEC63	3.092167083	2.97680307	3.126555744	3.131737055	2.571203338	2.247196258	2.322849862	1.977089967	2.062967349	3.456895067	3.225996777	3.546010839	3.531370638	2.797842228	2.391430077	2.093720688	2.473413701
KPNA6	4.907683709	5.033073973	5.150203017	5.283395637	5.300542347	5.261258302	5.115708842	5.092365605	5.035945581	4.84908476	4.971203935	5.14277221	5.306715843	5.170264056	5.179321088	5.279035947	5.183437588
VIM	1.746918665	1.793117904	2.74718	4.273255656	7.307743993	6.423913067	4.670636954	4.707820482	3.735807432	2.141378605	1.479276996	1.626237696	2.137939687	5.474113941	5.869102136	4.547448857	4.524614039
RTEL1.TNFRSF6B	0.905318299	0.865389622	0.721388375	0.561751706	0.415985055	0.488440787	0.534181939	0.561254398	0.567008884	1.05348438	0.698855862	0.619410203	0.577439784	0.471562296	0.502673834	0.471654276	0.507894903
FAS	0.139410723	0.23905716	0.313103337	0.642669309	1.076283897	0.773386296	0.984700311	0.465813595	0.657595155	0.189676761	0.359188495	0.525657087	0.701019892	1.330343715	1.469709081	1.141752069	0.719820065
RNASET2	2.773057591	2.959990693	2.7958388	2.77887569	2.002646855	1.966511296	1.816609328	1.531580289	1.752090687	2.148571617	2.599694253	2.910280921	3.065696426	2.041520419	1.967867374	1.843712951	1.188266586
CD44	0.63543948	1.02282463	1.535206985	1.791732298	1.919800586	1.49518571	0.520363689	0.692387121	0.423061908	0.555545019	0.758036456	1.432496348	1.828268491	1.903620418	1.684182307	0.642466933	0.921388847
KCNG1	1.780675966	1.356270524	1.119144073	1.425641133	1.411364407	1.322747277	2.388152386	1.858273195	2.528495548	3.269866175	2.646271699	2.531312713	2.362325371	2.627378374	2.507392234	1.962265733	1.870372708
AGPAT4	2.281478531	1.731313694	1.561887673	1.689687469	2.268582105	2.473831795	2.87864612	3.048124871	2.989279354	1.791518024	1.368113653	1.553046057	1.482487944	1.84794751	2.306981026	2.752602167	2.869462728
SLAMF7	0	0	0	0	0	0	0	0.007728123	0	0	0	0	0	0	0	0	0.008626424
BTN3A1	0.065594361	0.040121987	0.028910805	0.086320025	0.382051538	0.721389462	1.282762929	1.225480343	1.700349839	0.075092455	0.064966898	0.049859553	0.124891872	0.31325977	0.586718464	1.26712541	0.852353236
MIPEP	3.147474567	2.788637042	2.737098275	2.733022809	2.746731151	2.765089647	2.564906004	2.505759231	2.685813432	3.737574472	3.324471442	3.174136881	3.138264876	3.055066134	2.969033393	2.801448224	2.685107108
PRKCH	0.344839689	0.532207456	0.790782154	0.746299435	0.779122892	0.837521888	0.90799104	0.923437843	1.78019963	0.293064825	0.575018716	0.920636453	0.988029534	0.844806192	0.925310039	1.206465663	0.820248158
INSRR	0.024423881	0.04315324	0.038853486	0.036530574	0.008201122	0.052101063	0.050377254	0.037885663	0.084297275	0.054401683	0.008248397	0.017960137	0.043617946	0.023909794	0.031090715	0.057902416	0
IFNGR1	3.316073282	3.347397228	3.265011769	3.068987158	3.325514505	3.379896968	3.403140427	3.429659459	3.463044488	3.076456094	3.15495853	3.022801347	2.817747752	3.098038889	3.372913508	3.523426185	3.593500292
B4GALT7	2.675147912	2.879479964	2.772091746	2.74454211	2.412132565	2.398903016	2.232936844	2.548654828	1.930965641	2.87114859	2.92950915	2.771149752	2.675342281	2.509533865	2.438463504	1.885685706	2.358626672
SH2D2A	0.42120656	0.618524325	0.889756171	1.142224944	1.139978608	1.289477768	1.587249539	1.492508791	1.512154857	0.816622153	1.370438949	1.459188754	1.555407479	1.286551136	1.408202371	1.400580437	1.371641518
VRK2	3.309048877	3.380622541	3.129972793	3.00298202	2.991567382	2.834541137	2.621263687	2.783340003	2.516927796	3.401530845	3.525946229	3.382465756	3.165620139	2.979796306	2.858180294	2.40374917	2.861208422
TNFRSF1B	0.477109737	0.955291407	1.792635022	1.991627773	0.752698546	0.667191733	0.87336364	0.36830903	0.726536167	0.110740537	0.454800382	1.19553373	1.729017894	1.35726427	1.048659769	1.051332081	0.579152722
VEZT	2.62905366	2.683588808	2.906325035	2.951417416	3.141532545	3.190237692	3.092953635	3.466786396	3.573460855	2.953491468	3.043274355	3.254538987	3.20864761	2.828537834	3.182101175	2.814369822	3.256508514
POU2F2	0.21292564	0.36772457	0.330945467	0.426378794	0.463895909	0.547723717	0.859377981	0.617278875	0.887549556	0.223119292	0.388935618	0.716507892	0.796282527	0.484284057	0.636838449	1.010099311	0.608188683
BRD9	2.900413918	3.120836288	3.00578072	2.95925302	2.960685667	2.906220765	2.771857342	3.127107311	2.688904913	3.185665916	3.192198318	2.994552681	2.87114189	3.167971131	3.084616846	2.784823852	2.980244909
SNX1	0.80072466	0.852424363	1.110659864	1.445882642	1.824469123	1.88897054	2.149961581	1.954975017	1.801124248	0.863201487	0.964517079	1.100641946	1.126623517	1.523438396	1.682643225	1.862086306	1.962947405
TBPL1	1.975687671	2.392332685	2.845164171	2.758612383	2.961461779	2.830197383	2.969154444	2.938110531	2.665320176	2.160898261	2.340543703	2.365973023	2.326589269	2.627560617	2.879452485	2.803421365	2.98742935
ARNTL2	1.422849308	1.582575635	1.890435586	1.941404599	2.477068031	2.592849415	2.383042086	2.602776509	1.988231469	2.135240636	2.18511839	2.212579995	2.183750245	2.453712386	2.679294948	2.559498184	3.020293912
BCLAF1	4.038356024	4.041557594	4.10033915	4.180128941	4.155359056	4.211304825	3.972597804	4.062907896	3.594952991	4.19941562	4.159162141	4.171830783	4.017327048	4.060056872	4.108450421	3.736411885	4.340590524
SLC39A9	3.271465162	3.155393196	3.257780953	3.218548454	3.348295582	3.278071012	3.352490707	3.402095868	3.570434595	3.423012264	3.399782992	3.4289341	3.432679189	3.317110031	3.413998756	3.536876179	3.499661133
ANK1	1.517586609	1.334525226	1.205243375	1.463249815	2.125478011	1.431289501	1.891480474	1.307869084	2.288932983	1.530962956	1.263018237	1.249212624	1.263270827	2.573268331	2.474159448	2.234931272	1.668358217
IBSP	0	0.02373783	0.026476438	0	0	0.025109084	0.028973202	0	0.053632965	0	0	0	0	0	0	0	0.029561457
TFB1M	2.341466026	2.597497214	2.695817377	2.875605865	2.978287033	3.039214982	3.028000991	3.119659577	3.197665933	2.787481101	3.142281207	3.502002807	3.559403351	3.26185757	3.399524194	3.384088224	3.32343791
